molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,data_validity_comment,document_year,document_chembl_id,target_chembl_id,potential_duplicate,dataset,molecule_pref_name,pchembl,std_smiles
CHEMBL217926,O=C(Nc1ccccc1)C1CC(=O)N(C2CCCCC2)C1,IC50,10660.0,nM,=,4.97,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.97,O=C(Nc1ccccc1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217524,O=C(Nc1ccc(F)c(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,14830.0,nM,=,4.83,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.83,O=C(Nc1ccc(F)c(Cl)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL384149,COc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,1600.0,nM,=,5.8,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.8,COc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL216339,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,3670.0,nM,=,5.43,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.43,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL216704,COc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc(C(F)(F)F)c1,IC50,1300.0,nM,=,5.89,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.89,COc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc(C(F)(F)F)c1
CHEMBL386324,O=C(Nc1cc(Br)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,850.0,nM,=,6.07,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.07,O=C(Nc1cc(Br)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL216807,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,390.0,nM,=,6.41,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.41,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL385294,O=C(Nc1cc(F)cc(F)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,1490.0,nM,=,5.83,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.83,O=C(Nc1cc(F)cc(F)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217617,Cc1cc([N+](=O)[O-])ccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,31370.0,nM,=,4.5,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.5,Cc1cc([N+](=O)[O-])ccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL444361,Cc1c(Cl)cccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,23120.0,nM,=,4.64,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.64,Cc1c(Cl)cccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL387186,Cc1cc(C)cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,IC50,3140.0,nM,=,5.5,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.5,Cc1cc(C)cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1
CHEMBL216887,Cc1ccc(C)c(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,IC50,10050.0,nM,=,5.0,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.0,Cc1ccc(C)c(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1
CHEMBL216748,Cc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)ccc1Br,IC50,37410.0,nM,=,4.43,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.43,Cc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)ccc1Br
CHEMBL425259,Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,970.0,nM,=,6.01,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.01,Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL215081,O=C(Nc1cc(Cl)ccc1Cl)C1CC(=O)N(C2CCCCC2)C1,IC50,56500.0,nM,=,4.25,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.25,O=C(Nc1cc(Cl)ccc1Cl)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217144,O=C(Nc1ccc(Cl)cc1Cl)C1CC(=O)N(C2CCCCC2)C1,IC50,56020.0,nM,=,4.25,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.25,O=C(Nc1ccc(Cl)cc1Cl)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217272,CC(=O)c1ccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc1,IC50,73580.0,nM,=,4.13,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.13,CC(=O)c1ccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)cc1
CHEMBL387284,CC(C)c1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,IC50,5550.0,nM,=,5.26,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.26,CC(C)c1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1
CHEMBL216786,O=C(Nc1cccc([N+](=O)[O-])c1)C1CC(=O)N(C2CCCCC2)C1,IC50,10590.0,nM,=,4.97,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.97,O=C(Nc1cccc([N+](=O)[O-])c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL411394,O=C(Nc1cccc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,3510.0,nM,=,5.46,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.46,O=C(Nc1cccc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL214484,Cc1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,IC50,16790.0,nM,=,4.78,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.78,Cc1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1
CHEMBL386252,O=C(Nc1ccc(I)cc1)C1CC(=O)N(C2CCCCC2)C1,IC50,14500.0,nM,=,4.84,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.84,O=C(Nc1ccc(I)cc1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217588,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,1350.0,nM,=,5.87,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.87,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL439530,O=C(Nc1ccc(Br)cc1)C1CC(=O)N(C2CCCCC2)C1,IC50,28020.0,nM,=,4.55,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.55,O=C(Nc1ccc(Br)cc1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL385214,O=C(Nc1cccc(Br)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,890.0,nM,=,6.05,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.05,O=C(Nc1cccc(Br)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217864,COC(=O)c1ccccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,34880.0,nM,=,4.46,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.46,COC(=O)c1ccccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217499,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCc2ccccc21,IC50,5100.0,nM,=,5.29,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.29,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCc2ccccc21
CHEMBL441373,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,390.0,nM,=,6.41,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.41,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL262471,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,5510.0,nM,=,5.26,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.26,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL215478,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,IC50,6410.0,nM,=,5.19,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.19,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1
CHEMBL217879,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)C3CC(=O)N(C4CCCCC4)C3)CC2)cc1,IC50,5180.0,nM,=,5.29,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.29,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)C3CC(=O)N(C4CCCCC4)C3)CC2)cc1
CHEMBL213872,CCn1c2ccccc2c2cc(NC(=O)C3CC(=O)N(C4CCCCC4)C3)ccc21,IC50,2570.0,nM,=,5.59,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.59,CCn1c2ccccc2c2cc(NC(=O)C3CC(=O)N(C4CCCCC4)C3)ccc21
CHEMBL216512,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,IC50,4470.0,nM,=,5.35,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.35,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
CHEMBL424903,O=C(Nc1cccc(OCc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,3390.0,nM,=,5.47,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.47,O=C(Nc1cccc(OCc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL386655,O=C(Nc1cccc2c1Cc1ccccc1-2)C1CC(=O)N(C2CCCCC2)C1,IC50,1390.0,nM,=,5.86,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.86,O=C(Nc1cccc2c1Cc1ccccc1-2)C1CC(=O)N(C2CCCCC2)C1
CHEMBL217594,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCC2)C1,IC50,750.0,nM,=,6.12,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.12,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCC2)C1
CHEMBL424724,O=C(Nc1cccc(Cc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,410.0,nM,=,6.39,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.39,O=C(Nc1cccc(Cc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL216642,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(c2ccccc2)C1,IC50,3940.0,nM,=,5.41,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.41,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(c2ccccc2)C1
CHEMBL216759,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccc(F)cc2)C1,IC50,29230.0,nM,=,4.53,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.53,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccc(F)cc2)C1
CHEMBL217204,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccccc2)C1,IC50,13550.0,nM,=,4.87,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,4.87,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccccc2)C1
CHEMBL217852,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CC3CCC2C3)C1,IC50,460.0,nM,=,6.34,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.34,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CC3CCC2C3)C1
CHEMBL216807,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,200.0,nM,=,6.7,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.7,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL216807,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,8160.0,nM,=,5.09,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.09,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL441373,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,255.0,nM,=,6.59,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.59,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL385650,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCCC2)C1,IC50,1290.0,nM,=,5.89,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.89,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCCC2)C1
CHEMBL414086,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCCC2)C1,IC50,620.0,nM,=,6.21,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.21,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCCC2)C1
CHEMBL217057,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCC2)C1,IC50,270.0,nM,=,6.57,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.57,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCC2)C1
CHEMBL386329,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCC2)C1,IC50,320.0,nM,=,6.5,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.5,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CCCCCC2)C1
CHEMBL216689,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,140.0,nM,=,6.85,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.85,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL426702,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CC3CCC2C3)C1,IC50,850.0,nM,=,6.07,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,6.07,CN(Cc1c2ccccc2cc2ccccc12)C(=O)C1CC(=O)N(C2CC3CCC2C3)C1
CHEMBL441373,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,2100.0,nM,=,5.68,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,5.68,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL539344,Cl.Cl.O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,IC50,62.0,nM,=,7.21,CHEMBL907779,Inhibition of Mycobacterium tuberculosis InhA,,2006,CHEMBL1137386,CHEMBL1849,0,InhA_enzyme,,7.21,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1
CHEMBL240734,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,IC50,38860.0,nM,=,4.41,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.41,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1
CHEMBL240531,Cc1cccc(C(=O)N2CCC(Cc3ccccc3)CC2)c1,IC50,7390.0,nM,=,5.13,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.13,Cc1cccc(C(=O)N2CCC(Cc3ccccc3)CC2)c1
CHEMBL240530,Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1,IC50,5160.0,nM,=,5.29,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.29,Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1
CHEMBL437002,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1,IC50,14110.0,nM,=,4.85,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.85,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1
CHEMBL240318,O=C(c1cccc(Cl)c1)N1CCC(Cc2ccccc2)CC1,IC50,7740.0,nM,=,5.11,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.11,O=C(c1cccc(Cl)c1)N1CCC(Cc2ccccc2)CC1
CHEMBL240317,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,IC50,31500.0,nM,=,4.5,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.5,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1
CHEMBL240316,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2ccccc2)CC1,IC50,17620.0,nM,=,4.75,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.75,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2ccccc2)CC1
CHEMBL429994,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1,IC50,6050.0,nM,=,5.22,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.22,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL240105,O=C(c1cccc(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1,IC50,6730.0,nM,=,5.17,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.17,O=C(c1cccc(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL239674,O=C(c1ccc(F)cc1)N1CCN(c2cccc(Cl)c2)CC1,IC50,9740.0,nM,=,5.01,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.01,O=C(c1ccc(F)cc1)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL394433,O=C(c1ccccc1F)N1CCN(c2cccc(Cl)c2)CC1,IC50,13870.0,nM,=,4.86,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.86,O=C(c1ccccc1F)N1CCN(c2cccc(Cl)c2)CC1
CHEMBL239890,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1C,IC50,1850.0,nM,=,5.73,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.73,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1C
CHEMBL239673,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C,IC50,990.0,nM,=,6.0,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,6.0,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C
CHEMBL398032,Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1,IC50,15470.0,nM,=,4.81,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.81,Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1
CHEMBL239459,Cc1cccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c1,IC50,9430.0,nM,=,5.03,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.03,Cc1cccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c1
CHEMBL430180,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,IC50,3070.0,nM,=,5.51,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.51,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1
CHEMBL398031,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,IC50,6260.0,nM,=,5.2,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.2,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1
CHEMBL239457,Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1,IC50,16640.0,nM,=,4.78,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,4.78,Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1
CHEMBL240957,O=C(c1ccccc1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,2040.0,nM,=,5.69,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.69,O=C(c1ccccc1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
CHEMBL240740,Cc1ccc(C(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,IC50,1890.0,nM,=,5.72,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.72,Cc1ccc(C(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1
CHEMBL240739,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,IC50,1040.0,nM,=,5.98,CHEMBL899381,Inhibition of Mycobacterium tuberculosis InhA,,2007,CHEMBL1149715,CHEMBL1849,0,InhA_enzyme,,5.98,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1
