molecule_chembl_id,canonical_smiles,standard_type,standard_value,standard_units,standard_relation,pchembl_value,assay_chembl_id,assay_description,data_validity_comment,document_year,document_chembl_id,target_chembl_id,potential_duplicate,dataset,molecule_pref_name,pchembl,std_smiles
CHEMBL223111,C=CCN(CC=C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,54954.09,nM,=,4.26,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,4.26,C=CCN(CC=C)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL389515,CCCCCCN(CCCCCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,7244.36,nM,=,5.14,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.14,CCCCCCN(CCCCCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL389450,CCCCCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,4786.3,nM,=,5.32,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.32,CCCCCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL227374,CCC(C)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,512.86,nM,=,6.29,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,6.29,CCC(C)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL227683,CCCCN(CCCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,8128.31,nM,=,5.09,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.09,CCCCN(CCCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL227627,CCCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,13489.63,nM,=,4.87,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,4.87,CCCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL223447,CCCN(CCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,5128.61,nM,=,5.29,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.29,CCCN(CCC)NC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL226982,CCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,3801.89,nM,=,5.42,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.42,CCCNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL228123,O=C(NNc1ccc(F)cc1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,1122.02,nM,=,5.95,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,5.95,O=C(NNc1ccc(F)cc1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL427460,O=C(NNc1ccccc1F)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,151.36,nM,=,6.82,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,6.82,O=C(NNc1ccccc1F)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL227540,O=C(NNc1cccc(F)c1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,75.86,nM,=,7.12,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,7.12,O=C(NNc1cccc(F)c1)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL387690,O=CNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,75857.76,nM,=,4.12,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,4.12,O=CNNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL228011,CC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,87.1,nM,=,7.06,CHEMBL914626,Antimycobacterial activity against drug-sensitive Mycobacterium tuberculosis H37Rv by microplate alamar blue assay,,2007,CHEMBL1144566,CHEMBL360,0,Mtb_whole_cell,,7.06,CC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL257574,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccco2)C1,IC50,72000.0,nM,=,4.14,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.14,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccco2)C1
CHEMBL257574,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccco2)C1,IC50,73000.0,nM,=,4.14,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.14,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccco2)C1
CHEMBL258166,Oc1ccccc1[C@@H]1CC(c2ccccc2)=NN1C(=S)Nc1ccccc1,IC50,42000.0,nM,=,4.38,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.38,Oc1ccccc1[C@@H]1CC(c2ccccc2)=NN1C(=S)Nc1ccccc1
CHEMBL258440,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2OC)ccc1O,IC50,55000.0,nM,=,4.26,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.26,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2OC)ccc1O
CHEMBL256309,COc1cc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2C)ccc1O,IC50,96000.0,nM,=,4.02,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.02,COc1cc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2C)ccc1O
CHEMBL255234,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,IC50,83000.0,nM,=,4.08,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.08,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1
CHEMBL402834,Oc1ccc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2)cc1,IC50,4000.0,nM,=,5.4,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,5.4,Oc1ccc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2)cc1
CHEMBL256079,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccccc1O,IC50,42000.0,nM,=,4.38,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.38,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccccc1O
CHEMBL256351,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccccc2O)C1,IC50,65000.0,nM,=,4.19,CHEMBL932548,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron rich GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.19,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccccc2O)C1
CHEMBL256541,NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,IC50,8000.0,nM,=,5.1,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,5.1,NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1
CHEMBL258166,Oc1ccccc1[C@@H]1CC(c2ccccc2)=NN1C(=S)Nc1ccccc1,IC50,24000.0,nM,=,4.62,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.62,Oc1ccccc1[C@@H]1CC(c2ccccc2)=NN1C(=S)Nc1ccccc1
CHEMBL258378,Oc1ccc(C2=NN(C(=S)Nc3ccccc3)[C@H](c3ccc(O)cc3)C2)cc1,IC50,83000.0,nM,=,4.08,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.08,Oc1ccc(C2=NN(C(=S)Nc3ccccc3)[C@H](c3ccc(O)cc3)C2)cc1
CHEMBL258440,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2OC)ccc1O,IC50,51000.0,nM,=,4.29,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.29,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2OC)ccc1O
CHEMBL255241,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2)ccc1O,IC50,84000.0,nM,=,4.08,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.08,COc1cc([C@@H]2CC(c3ccc(O)cc3O)=NN2C(=S)Nc2ccccc2)ccc1O
CHEMBL404040,COc1ccc(NC(=S)N2N=C(c3ccc(O)cc3O)C[C@H]2c2ccc(O)cc2)cc1,IC50,63000.0,nM,=,4.2,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.2,COc1ccc(NC(=S)N2N=C(c3ccc(O)cc3O)C[C@H]2c2ccc(O)cc2)cc1
CHEMBL257397,COc1ccccc1NC(=S)N1N=C(c2ccc(O)cc2O)C[C@H]1c1ccc(O)cc1,IC50,80000.0,nM,=,4.1,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.1,COc1ccccc1NC(=S)N1N=C(c2ccc(O)cc2O)C[C@H]1c1ccc(O)cc1
CHEMBL255234,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1,IC50,29000.0,nM,=,4.54,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.54,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccc(O)cc1
CHEMBL402834,Oc1ccc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2)cc1,IC50,3000.0,nM,=,5.52,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,5.52,Oc1ccc([C@@H]2CC(c3ccccc3O)=NN2C(=S)Nc2ccccc2)cc1
CHEMBL256080,Cc1ccc(NC(=S)N2N=C(c3ccccc3O)C[C@H]2c2ccccc2O)cc1,IC50,27000.0,nM,=,4.57,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.57,Cc1ccc(NC(=S)N2N=C(c3ccccc3O)C[C@H]2c2ccccc2O)cc1
CHEMBL256079,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccccc1O,IC50,28000.0,nM,=,4.55,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.55,Cc1ccccc1NC(=S)N1N=C(c2ccccc2O)C[C@H]1c1ccccc1O
CHEMBL404731,COc1ccc(NC(=S)N2N=C(c3ccccc3O)C[C@H]2c2ccccc2O)cc1,IC50,28000.0,nM,=,4.55,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.55,COc1ccc(NC(=S)N2N=C(c3ccccc3O)C[C@H]2c2ccccc2O)cc1
CHEMBL256351,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccccc2O)C1,IC50,29000.0,nM,=,4.54,CHEMBL932549,Antimycobacterial activity against Mycobacterium tuberculosis H37Rv in presence of iron deficient GAST-D medium,,2008,CHEMBL1144812,CHEMBL360,0,Mtb_whole_cell,,4.54,Oc1ccccc1C1=NN(C(=S)Nc2ccccc2)[C@H](c2ccccc2O)C1
CHEMBL563548,CC(C)(C)OC(=O)NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,8709.64,nM,=,5.06,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.06,CC(C)(C)OC(=O)NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL551152,C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,1737.8,nM,=,5.76,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.76,C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL554921,CCC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,1288.25,nM,=,5.89,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.89,CCC(C)[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL559572,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,1288.25,nM,=,5.89,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.89,CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL554723,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,8912.51,nM,=,5.05,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.05,CSCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL564206,CC(C)(C)OC(=O)N[C@@H](CCC(N)=O)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,10964.78,nM,=,4.96,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.96,CC(C)(C)OC(=O)N[C@@H](CCC(N)=O)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL553248,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,1949.84,nM,=,5.71,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.71,CC(C)(C)OC(=O)N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL541190,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,12882.5,nM,=,4.89,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.89,CC(C)(C)OC(=O)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL554333,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,51.29,nM,=,7.29,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,7.29,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL554334,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,56.23,nM,=,7.25,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,7.25,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL555460,CC(C)(C)OC(=O)NCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,3090.3,nM,=,5.51,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.51,CC(C)(C)OC(=O)NCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL539953,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,3388.44,nM,=,5.47,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.47,CC(C)(C)OC(=O)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL561704,CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,54.95,nM,=,7.26,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,7.26,CC(C)(C)OC(=O)N[C@@H](CCCNC(=N)N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL552241,NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,30199.52,nM,=,4.52,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.52,NCC(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL564486,C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,22908.68,nM,=,4.64,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.64,C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL562407,CCC(C)[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,4786.3,nM,=,5.32,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.32,CCC(C)[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL563590,CC(C)C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,4786.3,nM,=,5.32,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.32,CC(C)C[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL564779,CSCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,9549.93,nM,=,5.02,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.02,CSCC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL557879,NC(=O)CC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,16982.44,nM,=,4.77,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.77,NC(=O)CC[C@H](N)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL564030,N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,3162.28,nM,=,5.5,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,5.5,N[C@@H](Cc1ccccc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
CHEMBL563591,N[C@@H](Cc1ccc(O)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1,IC50,13803.84,nM,=,4.86,CHEMBL1030449,Antimycobacterial activity against rifampicin/isoniazid-susceptible Mycobacterium tuberculosis H37Rv ATCC 27294 by BACTEC 460 radiometric method,,2009,CHEMBL1158356,CHEMBL360,0,Mtb_whole_cell,,4.86,N[C@@H](Cc1ccc(O)cc1)C(=O)NNC(=O)c1cc(C23CC4CC(CC(C4)C2)C3)c2ccccc2n1
