dataset,molecule_chembl_id,std_smiles,pchembl,pchembl_sd,n_meas,endpoints,n_assay,year_min,year_max,pref_name
InhA_enzyme,CHEMBL4591748,Cc1c(S(=O)(=O)Nc2cccc(CN)c2)sc2ccc(F)cc12,6.6,,1,IC50,1,2020,2020,
InhA_enzyme,CHEMBL5632639,Cc1cc(=O)oc2cc(OCc3cn(Cc4ccc(Oc5ccccc5)c(O)c4)nn3)ccc12,6.69,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5633965,Cc1cc(=O)oc2cc(OCc3cnnn3Cc3ccc(Oc4ccccc4)c(O)c3)ccc12,6.29,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL387186,Cc1cc(C)cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,5.5,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL4166541,Cc1cc(C)n(Cc2ccc(C(=O)NCc3ccc(F)cc3Cl)cc2)n1,7.3,0.26457513110645897,3,IC50|Ki,3,2017,2023,
InhA_enzyme,CHEMBL540477,Cc1cc(Cl)ccc1OCC(=O)Nc1cccc([N+](=O)[O-])c1C,5.46,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL5630734,Cc1cc(N)n(Cc2ccc(C(=O)NCc3ccc(F)cc3Cl)cc2)n1,5.699999999999999,0.8485281374238568,2,IC50|Kd,2,2023,2023,
InhA_enzyme,CHEMBL5630227,Cc1cc(N)n(Cc2ccccc2)n1,4.44,1.4707821048680192,2,IC50|Kd,2,2023,2023,
InhA_enzyme,CHEMBL5629913,Cc1cc(N)n(Cc2nnc(Nc3ccn(Cc4c(F)cccc4Cl)n3)s2)n1,6.225,1.5202795795510766,2,IC50|Kd,2,2023,2023,
InhA_enzyme,CHEMBL216748,Cc1cc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)ccc1Br,4.43,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL5430244,Cc1cc(Nc2ccc(-n3cccn3)cc2)c2cc(Br)ccc2n1,5.31,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5432105,Cc1cc(Nc2ccc(N3CCC(C)CC3)cc2)c2cc(Br)ccc2n1,6.1,0.1442220510185596,5,IC50|Kd|Ki,5,2023,2023,
InhA_enzyme,CHEMBL5408765,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(Br)ccc2n1,6.595,0.3709832495255974,8,IC50|Kd|Ki,8,2023,2023,
InhA_enzyme,CHEMBL5398284,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(C#N)ccc2n1,4.71,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5434684,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(C(C)C)ccc2n1,5.09,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5408425,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(Cl)ccc2n1,6.05,0.2230470802319546,5,IC50|Kd|Ki,5,2023,2023,
InhA_enzyme,CHEMBL5403821,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(F)ccc2n1,4.42,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5408206,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc(N(C)C)ccc2n1,4.7,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5423166,Cc1cc(Nc2ccc(N3CCCCC3)cc2)c2cc([N+](=O)[O-])ccc2n1,4.73,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL217617,Cc1cc([N+](=O)[O-])ccc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,4.5,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL4570532,Cc1ccc(/C=C2/SC(=S)N(CC(=O)c3ccccc3)C2=O)cc1,4.76,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL240530,Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1,5.29,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL240740,Cc1ccc(C(=O)N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,5.72,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3393974,Cc1ccc(C(=O)N2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,5.11,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL392127,Cc1ccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)cc1,6.525,0.1767766952966369,2,IC50,2,2007,2015,
InhA_enzyme,CHEMBL398031,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1,5.2,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL239890,Cc1ccc(C(=O)N2CCN(c3cccc(C(F)(F)F)c3)CC2)cc1C,5.73,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL430180,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1,5.51,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL239673,Cc1ccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)cc1C,6.0,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL239457,Cc1ccc(C(=O)N2CCN(c3ccccc3)CC2)cc1,4.78,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL551683,Cc1ccc(C(=O)Nc2ccc(Cl)cc2Cl)cc1[N+](=O)[O-],5.06,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL217879,Cc1ccc(C(c2ccccc2)N2CCN(C(=O)C3CC(=O)N(C4CCCCC4)C3)CC2)cc1,5.29,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL216887,Cc1ccc(C)c(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,5.0,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL425259,Cc1ccc(Cl)cc1NC(=O)C1CC(=O)N(C2CCCCC2)C1,6.01,0.0,2,IC50,2,2006,2018,
InhA_enzyme,CHEMBL560086,Cc1ccc(NC(=O)c2ccccc2[N+](=O)[O-])c(C)c1,4.98,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL551621,Cc1ccc(NC(=O)c2sc3ccccc3c2Cl)cc1[N+](=O)[O-],5.67,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL549456,Cc1ccc(OC(=O)c2ccccc2[N+](=O)[O-])c(Br)c1,5.02,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL5430734,Cc1ccc2nc(C)cc(Nc3ccc(N4CCCCC4)cc3)c2c1,4.76,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL240531,Cc1cccc(C(=O)N2CCC(Cc3ccccc3)CC2)c1,5.13,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3393961,Cc1cccc(C(=O)N2CCN(C3c4ccccc4-c4ccccc43)CC2)c1,6.6,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL398032,Cc1cccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])cc3)CC2)c1,4.81,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL239459,Cc1cccc(C(=O)N2CCN(c3cccc(Cl)c3)CC2)c1,5.03,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL214484,Cc1cccc(NC(=O)C2CC(=O)N(C3CCCCC3)C2)c1,4.78,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL3393962,Cc1ccccc1C(=O)N1CCN(C2c3ccccc3-c3ccccc32)CC1,5.22,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL4168222,Cc1ccccc1Oc1ccc(Cn2cc(-c3ccccc3)nn2)cc1O,6.23,0.5798275605729682,2,Ki,2,2018,2018,
InhA_enzyme,CHEMBL4162042,Cc1ccn(C(C)c2nnc(Nc3ccn(Cc4c(F)cccc4Cl)n3)s2)n1,8.1,1.8717193521821935,3,IC50|Kd|Ki,3,2018,2023,
InhA_enzyme,CHEMBL5624848,Cc1cncc(CNC(=O)NC2CCN(c3ncccn3)CC2)c1,5.165,0.23334523779156074,2,IC50|Kd,2,2023,2023,
InhA_enzyme,CHEMBL4174928,Cc1csc(C(C)(O)c2n[nH]/c(=N\C(=O)c3c(F)cccc3F)s2)n1,6.7,,1,IC50,1,2018,2018,
InhA_enzyme,CHEMBL3088176,Cc1csc(C(C)(O)c2nnc(NC(=O)Cc3c(F)cccc3F)s2)n1,6.7,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3087017,Cc1csc(C(C)(O)c2nnc(NC(=O)c3ccn(Cc4c(F)cccc4F)n3)s2)n1,4.47,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3087016,Cc1csc(C(C)(O)c2nnc(NCC3CN(Cc4c(F)cccc4F)C(=O)O3)s2)n1,6.4,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3087015,Cc1csc(C(C)(O)c2nnc(Nc3cc(C4CC4)n(Cc4c(F)cccc4F)n3)s2)n1,6.01,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3088173,Cc1csc(C(C)(O)c2nnc(Nc3ccn(Cc4c(F)cccc4F)n3)s2)n1,8.4,1.4857725263309998,5,IC50|Kd,5,2013,2020,
InhA_enzyme,CHEMBL3088174,Cc1csc(C(C)(O)c2nnc(Nc3cnn(Cc4c(F)cccc4F)c3)s2)n1,6.63,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3088175,Cc1csc(C(C)(O)c2nnc(Nc3ncn(Cc4c(F)cccc4F)n3)s2)n1,7.52,,1,IC50,1,2013,2013,
InhA_enzyme,CHEMBL3088172,Cc1csc([C@](C)(O)c2nnc(Nc3ccn(Cc4c(F)cccc4F)n3)s2)n1,7.9,1.5661923040716723,4,IC50|Kd,4,2013,2013,
InhA_enzyme,CHEMBL3331282,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1ccco1,5.34,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331284,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1cccs1,5.17,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331292,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)NCc1nc2ccccc2s1,5.08,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331280,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1cc(C(C)(F)F)ccc1Cl,5.14,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331278,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1ccccc1,5.51,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331281,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1ccco1,5.16,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331283,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1cccs1,5.22,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331295,Cc1nc2ccccc2c(=O)n1CC(=O)NCc1nc2ccc([N+](=O)[O-])cc2s1,5.21,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331279,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1cc(C(C)(F)F)ccc1Cl,5.04,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331277,Cc1nc2ccccc2c(=O)n1CC(=O)Nc1ccccc1,5.05,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL4445442,Cn1c2ccccc2c2cc(/C=C3\SC(=S)N(c4ccc(C(=O)O)cc4)C3=O)ccc21,5.55,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4126901,Fc1ccccc1-c1cc(CNCCc2ccc(Br)cc2)c2cnc3cc(Cl)ccc3n12,4.32,,1,IC50,1,2018,2018,
InhA_enzyme,CHEMBL4125737,Fc1ccccc1-c1cc(CNCc2ccccc2)c2cnc3cc(Br)ccc3n12,4.27,,1,IC50,1,2018,2018,
InhA_enzyme,CHEMBL5399961,N#Cc1cc(-c2ccc(C(=O)O)o2)cc(C(F)(F)F)c1,5.05,,1,Ki,1,2023,2023,
InhA_enzyme,CHEMBL2311561,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=C[C@H]1C(=O)c1ccncc1,9.12,0.0,2,Ki,2,2013,2013,
InhA_enzyme,CHEMBL4174518,NC(=O)c1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1C(=O)c1ccncc1,7.72,1.0194701783006919,9,IC50|Ki,6,2018,2018,
InhA_enzyme,CHEMBL4159801,NC(=O)c1c[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1C(=O)c1ccncc1,6.89,,1,Ki,1,2018,2018,
InhA_enzyme,CHEMBL250087,NC(=O)c1cc([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)ccc1Oc1ccccc1,4.57,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL4473331,NCc1ccc(NS(=O)(=O)/C=C/c2cccc(C(F)(F)F)c2)cc1,5.05,,1,IC50,1,2020,2020,
InhA_enzyme,CHEMBL4444080,NCc1cccc(NS(=O)(=O)/C=C/c2cccc(C(F)(F)F)c2)c1,5.4,,1,IC50,1,2020,2020,
InhA_enzyme,CHEMBL4541593,NCc1cccc(NS(=O)(=O)c2cc3ccccc3o2)c1,4.66,,1,IC50,1,2020,2020,
InhA_enzyme,CHEMBL4439827,NCc1cccc(NS(=O)(=O)c2cc3ccccc3s2)c1,5.22,,1,IC50,1,2020,2020,
InhA_enzyme,CHEMBL64,NNC(=O)c1ccncc1,7.8,2.060032362205345,3,IC50|Ki,3,2019,2023,ISONIAZID
InhA_enzyme,CHEMBL371502,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COS(=O)(=O)NC(=O)c2ccccc2O)[C@@H](O)[C@H]1O,8.18,,1,Ki,1,2023,2023,
InhA_enzyme,CHEMBL262471,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.26,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL216512,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,5.35,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL215478,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCN(C(c2ccccc2)c2ccc(F)cc2)CC1,5.19,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL217499,O=C(C1CC(=O)N(C2CCCCC2)C1)N1CCc2ccccc21,5.29,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL4552239,O=C(CN1C(=O)/C(=C\c2ccc(Br)cc2)SC1=S)c1ccccc1,4.62,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4543078,O=C(CN1C(=O)/C(=C\c2ccc(Cl)cc2)SC1=S)c1ccccc1,4.3,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4541469,O=C(CN1C(=O)/C(=C\c2ccc(F)cc2)SC1=S)c1ccccc1,4.26,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4555906,O=C(CN1C(=O)/C(=C\c2ccc(O)cc2)SC1=S)c1ccccc1,4.45,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4548258,O=C(CN1C(=O)/C(=C\c2ccc([N+](=O)[O-])cc2)SC1=S)c1ccccc1,4.36,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4564066,O=C(CN1C(=O)/C(=C\c2cccc(Cl)c2)SC1=S)c1ccccc1,4.33,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4545197,O=C(CN1C(=O)/C(=C\c2ccccc2)SC1=S)c1ccccc1,4.4,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL4557146,O=C(CN1C(=O)/C(=C\c2ccccc2Cl)SC1=S)c1ccccc1,4.59,,1,IC50,1,2019,2019,
InhA_enzyme,CHEMBL3343868,O=C(Cn1c(=O)oc2cc(Cl)ccc21)Nc1nc2ccccc2s1,5.05,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3343865,O=C(Cn1c(=O)oc2cc(Cl)ccc21)Nc1ncc([N+](=O)[O-])s1,5.17,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3343858,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)NCc1ccccn1,5.08,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3343869,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1nc2ccccc2s1,5.12,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3343866,O=C(Cn1c(=O)oc2cc([N+](=O)[O-])ccc21)Nc1ncc([N+](=O)[O-])s1,5.29,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3343873,O=C(Cn1c(=O)oc2ccccc21)Nc1cc(Cl)ccc1Cl,4.66,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331275,O=C(Cn1cnc2ccc(Cl)cc2c1=O)NCc1ccco1,5.51,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331276,O=C(Cn1cnc2ccc(Cl)cc2c1=O)NCc1cccs1,5.15,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331274,O=C(Cn1cnc2ccc(Cl)cc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl,5.34,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331272,O=C(Cn1cnc2ccc(Cl)cc2c1=O)Nc1ccccc1,5.11,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331293,O=C(Cn1cnc2ccccc2c1=O)NCc1nc2ccc([N+](=O)[O-])cc2s1,5.29,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL3331273,O=C(Cn1cnc2ccccc2c1=O)Nc1cc(C(F)(F)F)ccc1Cl,5.09,,1,IC50,1,2014,2014,
InhA_enzyme,CHEMBL5624589,O=C(NCc1cccnc1)NC1CCN(c2ncccn2)CC1,4.1,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5632618,O=C(NCc1cn(Cc2ccc(Oc3ccccc3)c(O)c2)nn1)c1cc2cc(O)ccc2oc1=O,6.07,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL5633774,O=C(NCc1cn(Cc2ccc(Oc3ccccc3)c(O)c2)nn1)c1cc2ccccc2oc1=O,6.22,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL4875559,O=C(NN1C(=O)CSC1c1c[nH]c2ccccc12)c1ccncc1,6.19,,1,Ki,1,2021,2021,
InhA_enzyme,CHEMBL216689,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,7.029999999999999,0.25455844122715765,2,IC50,1,2006,2006,
InhA_enzyme,CHEMBL217057,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCC2)C1,6.57,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL385650,O=C(Nc1cc(-c2ccccc2)c(O)c(-c2ccccc2)c1)C1CC(=O)N(C2CCCCCCC2)C1,5.89,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL386324,O=C(Nc1cc(Br)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,6.07,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL216339,O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,5.43,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL570080,O=C(Nc1cc(Cl)c(Cl)cc1Cl)c1ccccc1[N+](=O)[O-],4.92,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL216807,O=C(Nc1cc(Cl)cc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,6.41,0.7214048793846629,4,IC50,2,2006,2018,
InhA_enzyme,CHEMBL564612,O=C(Nc1cc(Cl)cc(Cl)c1)c1ccccc1[N+](=O)[O-],5.21,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL215081,O=C(Nc1cc(Cl)ccc1Cl)C1CC(=O)N(C2CCCCC2)C1,4.25,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL560605,O=C(Nc1cc(Cl)ccc1Cl)c1ccc(Cl)c([N+](=O)[O-])c1,4.7,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL385294,O=C(Nc1cc(F)cc(F)c1)C1CC(=O)N(C2CCCCC2)C1,5.83,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL439530,O=C(Nc1ccc(Br)cc1)C1CC(=O)N(C2CCCCC2)C1,4.55,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL560606,O=C(Nc1ccc(Cl)c(Cl)c1)c1ccc(Cl)c([N+](=O)[O-])c1,4.28,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL217144,O=C(Nc1ccc(Cl)cc1Cl)C1CC(=O)N(C2CCCCC2)C1,4.25,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL558336,O=C(Nc1ccc(Cl)cc1Cl)c1ccccc1[N+](=O)[O-],4.7,,1,IC50,1,2009,2009,
InhA_enzyme,CHEMBL217524,O=C(Nc1ccc(F)c(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,4.83,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL386252,O=C(Nc1ccc(I)cc1)C1CC(=O)N(C2CCCCC2)C1,4.84,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL4800208,O=C(Nc1ccc(I)cc1C(=O)O)c1ccc(Cl)c(Cl)c1,4.42,,1,IC50,1,2023,2023,
InhA_enzyme,CHEMBL217852,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CC3CCC2C3)C1,6.34,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL441373,O=C(Nc1cccc(-c2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,6.41,0.4819059382631983,3,IC50,1,2006,2006,
InhA_enzyme,CHEMBL385214,O=C(Nc1cccc(Br)c1)C1CC(=O)N(C2CCCCC2)C1,6.05,0.0,2,IC50,2,2006,2018,
InhA_enzyme,CHEMBL216759,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccc(F)cc2)C1,4.53,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL217204,O=C(Nc1cccc(Br)c1)C1CC(=O)N(c2ccccc2)C1,4.87,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL411394,O=C(Nc1cccc(C(F)(F)F)c1)C1CC(=O)N(C2CCCCC2)C1,5.46,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL424724,O=C(Nc1cccc(Cc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,6.39,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL217588,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(C2CCCCC2)C1,5.87,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL216642,O=C(Nc1cccc(Cl)c1)C1CC(=O)N(c2ccccc2)C1,5.41,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL424903,O=C(Nc1cccc(OCc2ccccc2)c1)C1CC(=O)N(C2CCCCC2)C1,5.47,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL216786,O=C(Nc1cccc([N+](=O)[O-])c1)C1CC(=O)N(C2CCCCC2)C1,4.97,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL386655,O=C(Nc1cccc2c1Cc1ccccc1-2)C1CC(=O)N(C2CCCCC2)C1,5.86,,1,IC50,1,2006,2006,
InhA_enzyme,CHEMBL217926,O=C(Nc1ccccc1)C1CC(=O)N(C2CCCCC2)C1,4.97,0.0,2,IC50,2,2006,2018,
InhA_enzyme,CHEMBL3393965,O=C(c1cc(F)ccc1F)N1CCN(C2c3ccccc3-c3ccccc32)CC1,5.8,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL429994,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1,5.22,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL240316,O=C(c1ccc(Cl)c(Cl)c1)N1CCN(c2ccccc2)CC1,4.75,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3393959,O=C(c1ccc(Cl)cc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,5.77,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL1223644,O=C(c1ccc(F)cc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,6.4,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL239674,O=C(c1ccc(F)cc1)N1CCN(c2cccc(Cl)c2)CC1,5.01,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL240739,O=C(c1ccc2[nH]ccc2c1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.98,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3983875,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3cc(Br)ccc3-c3ccc(Br)cc32)CC1,6.92,,1,IC50,1,2002,2002,
InhA_enzyme,CHEMBL3986551,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3cc([N+](=O)[O-])ccc32)CC1,6.89,,1,IC50,1,2002,2002,
InhA_enzyme,CHEMBL3960902,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccc([N+](=O)[O-])cc32)CC1,6.745,0.24748737341529137,2,IC50,2,2002,2021,
InhA_enzyme,CHEMBL216579,O=C(c1ccc2[nH]ccc2c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,6.8,0.049999999999999774,4,IC50,4,2002,2018,
InhA_enzyme,CHEMBL240318,O=C(c1cccc(Cl)c1)N1CCC(Cc2ccccc2)CC1,5.11,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL240105,O=C(c1cccc(Cl)c1)N1CCN(c2cccc(Cl)c2)CC1,5.17,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3393963,O=C(c1cccc(F)c1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,6.62,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL240957,O=C(c1ccccc1)N1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,5.69,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL3393972,O=C(c1ccccc1)N1CCN(C(c2ccccc2)c2ccccc2)CC1,4.79,,1,IC50,1,2015,2015,
InhA_enzyme,CHEMBL240533,O=C(c1ccccc1)N1CCN(C2c3ccccc3-c3ccccc32)CC1,6.895,0.21920310216782915,2,IC50,2,2007,2015,
InhA_enzyme,CHEMBL240317,O=C(c1ccccc1)N1CCN(Cc2ccccc2)CC1,4.5,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL240734,O=C(c1ccccc1)N1CCN(c2ccccc2)CC1,4.41,,1,IC50,1,2007,2007,
InhA_enzyme,CHEMBL437002,O=C(c1ccccc1F)N1CCC(Cc2ccccc2)CC1,4.85,,1,IC50,1,2007,2007,
