MW,cLogP,TPSA,HBD,HBA,RotB,RingCount,AromRings,FracCsp3,HeavyAtoms,FormalCharge,QED,BertzCT,NumHeteroatoms,StereoCentres,dataset,mol_id,smiles,pchembl,n_meas,endpoints,scaffold,Lipinski_viol,Veber_ok
332.40000000000003,4.114500000000003,73.7,1,6,9,2,2,0.4444444444444444,24,0,0.6965076100973655,639.212174544781,6,0,InhA_enzyme,CHEMBL258933,CCCCCCc1ccc(Oc2nc(OC)cc(OC)n2)c(O)c1,9.0,1,Ki,c1ccc(Oc2ncccn2)cc1,0,1
272.348,4.097300000000003,55.24000000000001,1,4,7,2,2,0.375,20,0,0.7709597535111004,529.2550109847872,4,0,InhA_enzyme,CHEMBL258931,CCCCCCc1ccc(Oc2ncccn2)c(O)c1,7.045,2,IC50|Ki,c1ccc(Oc2ncccn2)cc1,0,1
286.37500000000006,4.400300000000004,44.24000000000001,0,4,8,2,2,0.4117647058823529,21,0,0.6745802939157028,543.7413010341879,4,0,InhA_enzyme,CHEMBL429332,CCCCCCc1ccc(Oc2ncccn2)c(OC)c1,9.0,1,Ki,c1ccc(Oc2ncccn2)cc1,0,1
325.235,6.224000000000005,29.46,1,2,6,2,2,0.29411764705882354,21,0,0.638478375922206,611.7342576726148,4,0,InhA_enzyme,CHEMBL4172132,CCCCCc1ccc(Oc2ccc(Cl)cc2Cl)c(O)c1,7.93,1,Ki,c1ccc(Oc2ccccc2)cc1,1,1
362.4730000000001,5.806120000000004,51.22,1,4,7,3,3,0.30434782608695654,27,0,0.5392035412241298,933.011254993003,4,0,InhA_enzyme,CHEMBL5417739,CCCCc1ccc(Nc2cc(C)nc3ccc(C(=O)OCC)cc23)cc1,4.95,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1
402.321,6.819700000000005,42.35,1,3,7,3,3,0.22727272727272727,27,0,0.47154672067001907,927.9363859414666,5,0,InhA_enzyme,CHEMBL4161697,CCCCc1ccnc(Cc2ccc(Oc3ccc(Cl)cc3Cl)c(O)c2)c1,5.96,1,Ki,c1ccc(Oc2ccc(Cc3ccccn3)cc2)cc1,1,1
451.5270000000002,2.268,109.47000000000001,2,5,7,4,3,0.4166666666666667,33,0,0.5727559321037008,1180.701547889227,9,2,InhA_enzyme,CHEMBL3125282,CCCNC(=O)[C@@H]1C[C@@H](NC(=O)c2cc(CC)nn2C)CN1C(=O)c1coc2ccccc12,7.68,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1
495.53600000000023,1.4210999999999998,135.76999999999998,2,7,8,4,3,0.4,36,0,0.4512626140288577,1295.090404488481,11,2,InhA_enzyme,CHEMBL3125263,CCCc1cc(C(=O)N[C@@H]2C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c3coc4ccccc34)C2)n(C)n1,7.66,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,0,1
811.6150000000001,-1.4373999999999953,348.21999999999997,8,18,15,6,4,0.43333333333333335,55,1,0.038707656183068845,2177.0657956689192,25,10,InhA_enzyme,CHEMBL4163167,CCCc1cc(C(=O)c2cc[n+]([C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]4O[C@@H](n5cnc6c(N)ncnc65)[C@H](O)[C@@H]4O)[C@@H](O)[C@H]3O)cc2C(N)=O)ccn1,8.7,1,Ki,O=C(c1ccncc1)c1cc[n+](C2CCC(CO[PH](=O)O[PH](=O)OCC3CCC(n4cnc5cncnc54)O3)O2)cc1,3,0
348.4460000000001,5.416020000000004,51.22,1,4,6,3,3,0.2727272727272727,26,0,0.604681421401113,917.3236075222368,4,0,InhA_enzyme,CHEMBL5425071,CCCc1ccc(Nc2cc(C)nc3ccc(C(=O)OCC)cc23)cc1,4.71,1,IC50,c1ccc(Nc2ccnc3ccccc23)cc1,1,1
509.56300000000033,1.9040000000000006,135.76999999999998,2,7,9,4,3,0.4230769230769231,37,0,0.4206603697642057,1311.7701008340593,11,2,InhA_enzyme,CHEMBL3125267,CCCn1nc(CC)cc1C(=O)N[C@@H]1C[C@@H](C(=O)NCC(=O)OC)N(C(=O)c2coc3ccccc23)C1,7.96,1,IC50,O=C(NC1CCN(C(=O)c2coc3ccccc23)C1)c1ccn[nH]1,1,1
320.39200000000005,3.8773000000000026,41.9,0,4,5,3,2,0.2,24,0,0.6200494964484305,773.0459646864747,4,0,InhA_enzyme,CHEMBL558464,CCN(CC)c1ccc(/C=C2/N=C(c3ccccc3)OC2=O)cc1,5.48,1,IC50,O=C1OC(c2ccccc2)=NC1=Cc1ccccc1,0,1
